satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,id_employe,age,genre,revenu_mensuel,statut_marital,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
4,3,2,4,3,3,Oui,825,58,M,19246,Célibataire,Directeur Technique,7,31,1,0,2,2,4,Infra & Cloud,Occasionnel,13
4,4,3,3,3,3,Non,826,35,F,2506,Célibataire,Assistant de Direction,3,2,0,0,0,1,4,Infra & Cloud,Occasionnel,2
4,2,4,4,3,3,Oui,827,42,F,6062,Marié(e),Tech Lead,9,4,0,1,4,1,2,Infra & Cloud,Occasionnel,0
3,3,3,4,2,3,Non,828,28,M,4382,Célibataire,Assistant de Direction,6,2,1,0,3,2,4,Transformation Digitale,Occasionnel,2
3,3,2,2,3,3,Non,829,36,M,2143,Marié(e),Ressources Humaines,4,5,0,1,2,13,3,Ressources Humaines,Occasionnel,0
3,2,3,3,3,3,Non,830,32,F,6162,Marié(e),Tech Lead,1,14,0,1,3,4,3,Infra & Cloud,Occasionnel,6
1,2,3,4,3,3,Non,832,40,M,5094,Célibataire,Consultant,6,1,0,0,6,16,4,Transformation Digitale,Frequent,0
3,2,4,2,2,4,Oui,833,30,F,6877,Célibataire,Tech Lead,5,0,0,0,4,2,3,Transformation Digitale,Occasionnel,0
2,2,3,4,3,3,Non,834,45,F,2274,Célibataire,Assistant de Direction,1,1,0,0,3,2,3,Infra & Cloud,Occasionnel,0
2,3,2,4,2,3,Non,836,42,M,4434,Marié(e),Tech Lead,1,9,0,1,3,29,3,Infra & Cloud,Occasionnel,7
1,2,1,3,2,3,Non,837,38,M,6288,Divorcé(e),Manager,2,4,0,1,3,12,3,Infra & Cloud,Frequent,1
3,2,4,3,3,3,Non,838,34,F,2553,Célibataire,Assistant de Direction,1,5,0,0,3,16,4,Infra & Cloud,Frequent,1
3,3,4,1,4,3,Non,840,49,F,7654,Marié(e),Cadre Commercial,1,9,1,2,3,11,3,Marketing,Occasionnel,7
3,3,4,3,2,3,Non,842,55,M,5160,Célibataire,Cadre Commercial,4,9,1,0,3,2,1,Transformation Digitale,Occasionnel,7
2,3,1,3,3,4,Non,843,43,M,17159,Marié(e),Directeur Technique,6,4,0,1,3,14,2,Infra & Cloud,Occasionnel,1
3,2,4,2,3,3,Oui,844,27,M,12808,Divorcé(e),Directeur Technique,1,9,0,1,3,5,1,Entrepreunariat,Occasionnel,0
3,3,3,2,4,4,Non,845,35,M,10221,Célibataire,Tech Lead,3,8,0,0,3,7,3,Autre,Occasionnel,1
2,3,2,1,3,4,Oui,846,28,F,4779,Marié(e),Cadre Commercial,1,8,0,0,2,2,4,Marketing,Occasionnel,7
3,3,4,3,1,3,Non,847,34,M,3737,Marié(e),Ressources Humaines,0,3,0,1,1,3,2,Ressources Humaines,Occasionnel,0
3,2,3,1,3,3,Oui,848,26,F,2366,Marié(e),Assistant de Direction,1,8,1,1,2,5,2,Transformation Digitale,Frequent,1
4,3,4,3,2,3,Non,850,27,M,1706,Marié(e),Assistant de Direction,1,0,0,3,6,3,3,Transformation Digitale,Aucun,0
1,3,3,3,2,3,Non,851,51,F,16307,Marié(e),Senior Manager,2,20,0,1,2,26,4,Marketing,Occasionnel,4
4,3,2,4,2,3,Non,852,44,M,5933,Célibataire,Manager,9,5,0,0,2,4,3,Transformation Digitale,Occasionnel,2
1,4,1,3,2,3,Non,854,25,M,3424,Célibataire,Assistant de Direction,7,4,0,0,3,2,1,Transformation Digitale,Occasionnel,0
1,4,1,1,3,4,Non,855,33,M,4037,Divorcé(e),Cadre Commercial,1,9,0,1,5,1,3,Transformation Digitale,Occasionnel,0
3,2,1,4,2,3,Non,856,35,F,2559,Célibataire,Assistant de Direction,1,6,0,0,3,27,1,Transformation Digitale,Occasionnel,1
2,3,4,4,2,3,Oui,857,36,M,6201,Marié(e),Cadre Commercial,1,18,0,1,1,1,2,Infra & Cloud,Occasionnel,4
2,3,4,3,2,3,Non,859,32,M,4403,Divorcé(e),Cadre Commercial,2,5,0,1,3,13,4,Infra & Cloud,Occasionnel,0
2,2,4,2,2,3,Non,861,30,M,3761,Divorcé(e),Assistant de Direction,9,5,0,1,3,5,4,Infra & Cloud,Frequent,0
1,2,4,4,3,3,Oui,862,53,F,10934,Marié(e),Cadre Commercial,7,5,0,1,3,7,2,Marketing,Occasionnel,0
4,3,1,3,3,3,Oui,864,45,M,10761,Divorcé(e),Cadre Commercial,4,5,0,1,2,9,3,Marketing,Occasionnel,0
3,4,3,3,2,3,Non,865,32,F,5175,Marié(e),Assistant de Direction,5,5,0,1,3,8,2,Transformation Digitale,Occasionnel,1
3,2,4,3,3,4,Non,867,52,F,13826,Marié(e),Tech Lead,3,9,0,0,3,25,4,Transformation Digitale,Frequent,0
4,2,3,4,3,3,Non,868,37,M,6334,Divorcé(e),Cadre Commercial,4,1,0,2,2,16,4,Marketing,Occasionnel,0
2,2,4,4,3,3,Non,869,28,M,4936,Divorcé(e),Ressources Humaines,1,5,0,1,6,8,2,Transformation Digitale,Occasionnel,0
4,2,4,1,1,4,Non,872,22,M,4775,Marié(e),Tech Lead,6,2,0,2,2,1,2,Infra & Cloud,Occasionnel,2
1,4,4,3,2,4,Oui,874,44,M,2818,Marié(e),Consultant,2,3,0,1,2,8,4,Infra & Cloud,Occasionnel,0
2,3,4,4,3,3,Oui,875,42,M,2515,Célibataire,Assistant de Direction,5,2,0,0,2,2,1,Transformation Digitale,Frequent,2
1,2,1,3,3,4,Non,878,36,M,2342,Marié(e),Ressources Humaines,0,5,0,0,3,8,3,Infra & Cloud,Occasionnel,0
3,3,1,4,3,3,Oui,879,25,M,4194,Marié(e),Cadre Commercial,1,5,0,0,3,3,1,Autre,Occasionnel,0
4,2,3,2,3,4,Oui,880,35,F,10685,Marié(e),Tech Lead,1,17,0,1,2,9,3,Infra & Cloud,Occasionnel,5
4,3,2,1,2,3,Oui,881,35,F,2022,Divorcé(e),Assistant de Direction,1,10,1,1,3,25,4,Infra & Cloud,Frequent,7
4,3,4,2,3,3,Non,882,32,M,2314,Divorcé(e),Consultant,0,3,0,1,2,1,3,Infra & Cloud,Aucun,0
3,2,1,1,4,3,Non,885,25,M,4256,Marié(e),Cadre Commercial,1,5,0,0,1,4,1,Marketing,Occasionnel,0
3,3,1,2,3,3,Non,887,49,F,3580,Marié(e),Assistant de Direction,2,4,0,1,2,1,3,Entrepreunariat,Occasionnel,0
1,2,4,4,2,3,Non,888,24,M,3162,Marié(e),Consultant,0,5,0,0,2,4,1,Infra & Cloud,Aucun,3
2,3,2,4,3,3,Non,889,32,M,6524,Marié(e),Cadre Commercial,1,10,0,1,3,5,2,Infra & Cloud,Frequent,5
2,2,2,4,3,3,Non,893,38,M,2899,Marié(e),Représentant Commercial,0,2,0,1,3,9,3,Marketing,Occasionnel,1
3,4,4,2,2,3,Oui,894,42,F,5231,Marié(e),Consultant,2,5,0,1,1,3,3,Infra & Cloud,Occasionnel,1
4,3,4,2,3,3,Oui,895,31,M,2356,Marié(e),Assistant de Direction,3,6,0,1,2,11,4,Infra & Cloud,Occasionnel,0
2,2,3,3,3,3,Oui,896,29,F,2800,Divorcé(e),Représentant Commercial,6,3,1,3,3,1,3,Transformation Digitale,Occasionnel,0
1,3,4,3,3,3,Non,897,53,M,11836,Marié(e),Cadre Commercial,5,2,0,1,3,8,3,Marketing,Occasionnel,2
4,2,2,1,3,3,Non,899,35,M,10903,Marié(e),Tech Lead,3,13,0,0,2,25,3,Entrepreunariat,Occasionnel,4
3,3,4,2,3,3,Non,900,37,F,2973,Marié(e),Représentant Commercial,5,5,0,1,3,21,2,Transformation Digitale,Frequent,0
4,3,4,3,3,3,Non,901,53,F,14275,Célibataire,Directeur Technique,6,12,0,0,0,23,4,Infra & Cloud,Occasionnel,3
4,3,4,2,2,3,Non,902,43,F,5562,Marié(e),Manager,4,5,0,1,2,1,3,Infra & Cloud,Frequent,2
3,3,4,1,3,4,Oui,903,47,F,4537,Marié(e),Cadre Commercial,0,7,0,1,2,2,2,Marketing,Occasionnel,7
1,3,2,4,3,3,Oui,904,37,M,7642,Célibataire,Cadre Commercial,1,10,0,0,2,19,2,Transformation Digitale,Aucun,0
1,3,1,4,3,3,Non,905,50,M,17924,Divorcé(e),Senior Manager,1,31,0,1,3,2,4,Infra & Cloud,Aucun,14
4,2,4,3,3,3,Non,909,39,F,5204,Marié(e),Ressources Humaines,8,5,0,2,2,2,3,Infra & Cloud,Occasionnel,0
4,3,2,3,4,3,Oui,910,33,M,2277,Divorcé(e),Ressources Humaines,3,4,0,1,4,3,2,Ressources Humaines,Occasionnel,0
1,3,4,3,1,4,Oui,911,32,M,2795,Célibataire,Consultant,1,1,1,0,2,25,4,Infra & Cloud,Occasionnel,0
1,2,4,3,3,3,Non,912,29,F,2532,Divorcé(e),Consultant,6,4,0,3,5,7,1,Transformation Digitale,Occasionnel,0
2,3,1,4,3,3,Oui,913,44,M,2559,Marié(e),Assistant de Direction,1,8,0,0,0,9,2,Infra & Cloud,Occasionnel,7
1,3,4,2,3,3,Non,916,28,M,4908,Célibataire,Cadre Commercial,1,4,0,0,3,5,4,Transformation Digitale,Occasionnel,0
4,2,4,4,2,3,Oui,918,58,M,2380,Divorcé(e),Consultant,9,1,1,1,3,2,1,Infra & Cloud,Frequent,0
1,3,2,3,4,4,Non,920,43,F,4765,Divorcé(e),Tech Lead,4,1,0,1,2,8,3,Infra & Cloud,Occasionnel,0
3,2,3,4,2,3,Non,922,20,F,2044,Célibataire,Représentant Commercial,1,2,1,0,3,2,3,Transformation Digitale,Occasionnel,0
4,3,4,1,2,3,Non,923,21,F,2693,Célibataire,Assistant de Direction,1,1,1,0,3,18,1,Autre,Occasionnel,0
3,3,4,1,2,3,Oui,924,36,M,6586,Marié(e),Manager,0,16,0,1,2,14,1,Infra & Cloud,Occasionnel,4
4,2,4,1,2,3,Oui,925,47,F,3294,Célibataire,Représentant Commercial,1,3,0,0,3,2,4,Infra & Cloud,Occasionnel,1
2,3,3,1,4,3,Oui,926,22,F,4171,Marié(e),Tech Lead,0,3,1,1,3,3,1,Infra & Cloud,Occasionnel,0
2,1,4,3,2,3,Oui,927,41,F,2778,Divorcé(e),Consultant,4,7,1,1,1,2,4,Infra & Cloud,Occasionnel,1
3,3,3,2,3,3,Non,930,28,F,2377,Divorcé(e),Assistant de Direction,5,2,0,1,2,9,3,Transformation Digitale,Occasionnel,2
4,3,1,4,1,4,Oui,932,39,M,2404,Marié(e),Consultant,7,2,1,0,2,6,3,Transformation Digitale,Occasionnel,2
2,3,3,3,3,3,Non,933,27,F,2318,Célibataire,Assistant de Direction,1,1,0,0,2,4,3,Infra & Cloud,Occasionnel,0
2,3,2,2,3,3,Non,934,34,M,2008,Divorcé(e),Consultant,1,1,0,2,3,10,3,Infra & Cloud,Occasionnel,1
3,2,3,1,3,3,Non,936,42,F,6244,Célibataire,Cadre Commercial,7,5,0,0,6,14,2,Transformation Digitale,Occasionnel,0
3,2,1,2,3,3,Oui,939,33,M,2799,Célibataire,Assistant de Direction,3,3,0,0,1,1,4,Autre,Occasionnel,0
3,2,2,4,3,3,Oui,940,58,F,10552,Divorcé(e),Manager,2,6,0,1,3,5,3,Entrepreunariat,Occasionnel,0
2,2,3,2,4,3,Non,941,31,M,2329,Marié(e),Représentant Commercial,3,7,0,0,2,7,4,Infra & Cloud,Occasionnel,5
4,3,4,4,1,4,Oui,942,35,F,4014,Marié(e),Manager,1,10,0,1,2,21,1,Infra & Cloud,Occasionnel,0
1,3,2,3,2,3,Non,944,49,F,7403,Marié(e),Consultant,4,26,0,1,3,8,2,Autre,Occasionnel,1
4,3,3,1,2,3,Non,945,48,M,2259,Marié(e),Assistant de Direction,4,0,0,2,2,20,4,Transformation Digitale,Occasionnel,0
4,3,3,4,2,3,Non,947,31,F,6932,Marié(e),Cadre Commercial,1,9,0,1,2,20,2,Marketing,Aucun,0
2,3,4,3,3,3,Non,949,36,M,4678,Célibataire,Assistant de Direction,2,6,0,0,6,7,4,Autre,Occasionnel,0
4,3,1,2,3,3,Non,950,38,F,13582,Marié(e),Directeur Technique,1,15,0,1,3,1,3,Entrepreunariat,Occasionnel,5
3,2,2,3,3,4,Non,951,32,F,2332,Marié(e),Consultant,6,3,0,0,3,1,3,Infra & Cloud,Aucun,0
3,2,2,3,3,3,Oui,952,25,M,2413,Marié(e),Représentant Commercial,1,1,1,3,2,19,2,Marketing,Occasionnel,0
1,2,2,2,2,3,Non,954,40,M,9705,Divorcé(e),Cadre Commercial,2,1,0,1,2,10,4,Marketing,Occasionnel,0
3,2,1,2,3,3,Non,956,26,M,4294,Célibataire,Cadre Commercial,1,7,0,0,2,1,3,Transformation Digitale,Frequent,0
4,3,1,3,3,3,Oui,957,41,M,4721,Célibataire,Consultant,2,18,0,0,3,6,3,Transformation Digitale,Occasionnel,2
3,3,3,3,3,4,Non,958,36,M,2519,Célibataire,Consultant,4,11,0,0,6,2,4,Transformation Digitale,Occasionnel,3
4,2,2,2,4,3,Oui,959,19,M,2121,Célibataire,Représentant Commercial,1,1,1,0,3,21,3,Autre,Occasionnel,0
1,3,1,2,3,3,Non,960,20,M,2973,Célibataire,Consultant,1,1,1,0,2,4,3,Entrepreunariat,Occasionnel,0
4,3,4,3,1,3,Oui,961,31,F,5855,Marié(e),Manager,0,9,0,2,2,12,3,Transformation Digitale,Occasionnel,8
4,3,2,4,3,3,Oui,964,40,M,3617,Divorcé(e),Assistant de Direction,8,1,0,1,2,9,4,Transformation Digitale,Frequent,0
3,3,1,3,4,3,Non,966,32,F,6725,Marié(e),Tech Lead,1,8,0,1,2,3,4,Transformation Digitale,Occasionnel,6
3,2,4,1,3,3,Oui,967,36,M,10325,Marié(e),Cadre Commercial,1,16,1,1,6,3,1,Infra & Cloud,Occasionnel,3
2,2,4,1,3,3,Non,969,33,F,6949,Célibataire,Manager,0,5,0,0,3,1,3,Infra & Cloud,Occasionnel,1
1,2,3,3,1,3,Non,970,37,M,10609,Marié(e),Cadre Commercial,5,14,1,0,2,1,4,Infra & Cloud,Occasionnel,11
3,3,2,2,2,3,Non,972,45,M,4447,Marié(e),Consultant,1,9,0,0,5,4,2,Infra & Cloud,Aucun,0
3,3,4,2,3,3,Non,974,29,F,2157,Marié(e),Représentant Commercial,1,3,0,1,5,20,3,Entrepreunariat,Frequent,0
3,3,3,2,3,3,Non,975,35,F,4601,Marié(e),Cadre Commercial,1,5,0,0,3,18,3,Transformation Digitale,Occasionnel,1
4,3,4,2,2,3,Non,976,52,M,17099,Marié(e),Senior Manager,2,9,0,1,2,1,2,Infra & Cloud,Occasionnel,7
4,3,3,1,3,4,Non,977,58,M,2479,Célibataire,Assistant de Direction,4,1,1,0,4,2,3,Entrepreunariat,Occasionnel,0
3,3,3,3,4,3,Non,981,53,M,14852,Divorcé(e),Senior Manager,6,17,0,1,3,2,2,Transformation Digitale,Occasionnel,15
3,3,3,1,4,3,Non,982,30,M,7264,Divorcé(e),Cadre Commercial,5,8,0,1,2,8,2,Autre,Occasionnel,7
3,3,4,2,3,3,Oui,983,38,F,5666,Célibataire,Cadre Commercial,1,5,0,0,1,10,3,Entrepreunariat,Aucun,1
4,3,4,2,3,3,Non,984,35,M,7823,Divorcé(e),Cadre Commercial,6,10,0,1,2,3,4,Infra & Cloud,Occasionnel,0
1,4,3,4,3,3,Non,985,39,M,7880,Célibataire,Cadre Commercial,0,8,0,0,3,2,5,Infra & Cloud,Occasionnel,0
2,4,2,4,2,3,Oui,986,40,F,13194,Célibataire,Cadre Commercial,4,1,1,0,2,24,3,Infra & Cloud,Aucun,0
3,4,3,3,4,3,Oui,987,47,M,5067,Divorcé(e),Tech Lead,1,19,0,0,3,16,4,Transformation Digitale,Frequent,2
1,3,4,4,3,3,Non,990,36,M,5079,Divorcé(e),Cadre Commercial,4,7,0,2,3,8,4,Entrepreunariat,Aucun,0
3,2,1,1,3,4,Oui,991,31,M,2321,Célibataire,Assistant de Direction,0,3,1,0,0,9,2,Transformation Digitale,Aucun,1
4,3,3,4,3,3,Non,992,33,M,17444,Célibataire,Senior Manager,1,10,0,0,2,17,3,Infra & Cloud,Aucun,6
4,2,1,3,3,4,Oui,994,29,F,2404,Célibataire,Assistant de Direction,6,0,1,0,5,10,3,Infra & Cloud,Occasionnel,0
2,3,4,1,3,3,Non,995,33,F,3452,Célibataire,Assistant de Direction,3,3,0,0,4,13,1,Infra & Cloud,Occasionnel,0
4,3,4,4,3,3,Non,996,45,F,2270,Divorcé(e),Consultant,3,5,0,2,2,1,4,Transformation Digitale,Occasionnel,0
4,3,4,3,2,4,Non,997,50,M,17399,Divorcé(e),Directeur Technique,9,5,0,1,1,1,2,Transformation Digitale,Occasionnel,1
3,4,2,1,3,3,Oui,998,33,F,5488,Marié(e),Manager,1,6,0,1,2,1,4,Autre,Frequent,1
1,3,3,2,4,3,Non,999,41,M,19419,Divorcé(e),Directeur Technique,2,18,0,1,2,9,3,Transformation Digitale,Frequent,0
3,3,2,2,3,3,Non,1001,27,F,2811,Marié(e),Consultant,9,2,0,1,2,16,4,Entrepreunariat,Occasionnel,2
4,3,1,3,3,3,Oui,1002,45,M,3633,Marié(e),Consultant,1,9,0,1,2,23,2,Infra & Cloud,Aucun,0
4,3,4,3,3,3,Oui,1003,47,F,4163,Célibataire,Cadre Commercial,1,9,0,0,0,4,2,Infra & Cloud,Occasionnel,0
1,3,3,2,3,3,Oui,1004,30,F,2132,Marié(e),Assistant de Direction,4,5,1,0,2,22,3,Infra & Cloud,Occasionnel,0
4,3,3,4,3,3,Oui,1005,50,M,13973,Marié(e),Tech Lead,3,12,0,1,2,24,3,Infra & Cloud,Occasionnel,1
3,3,3,2,2,3,Non,1006,38,M,2684,Marié(e),Assistant de Direction,0,2,0,1,0,10,1,Transformation Digitale,Frequent,0
4,3,3,2,3,3,Non,1007,46,M,10845,Divorcé(e),Tech Lead,6,8,0,1,3,7,2,Transformation Digitale,Occasionnel,0
4,2,3,2,3,3,Non,1009,24,F,4377,Divorcé(e),Tech Lead,1,4,0,2,6,17,1,Transformation Digitale,Occasionnel,3
3,2,2,4,1,4,Oui,1010,35,M,3743,Divorcé(e),Consultant,1,4,1,1,2,14,4,Autre,Occasionnel,0
3,3,1,3,3,3,Non,1011,31,F,4148,Marié(e),Tech Lead,1,4,0,1,1,1,1,Infra & Cloud,Frequent,0
2,3,4,4,3,3,Non,1012,18,M,1051,Célibataire,Assistant de Direction,1,0,0,0,2,5,2,Infra & Cloud,Aucun,0
3,3,3,3,3,3,Non,1013,54,F,10739,Marié(e),Tech Lead,8,10,0,1,2,17,3,Entrepreunariat,Occasionnel,0
3,3,3,3,2,3,Oui,1014,35,F,10388,Divorcé(e),Manager,1,16,0,1,3,25,4,Transformation Digitale,Occasionnel,10
2,4,1,3,2,3,Oui,1015,30,F,11416,Marié(e),Directeur Technique,0,8,0,3,4,8,2,Infra & Cloud,Occasionnel,1
4,2,1,1,3,3,Oui,1016,20,F,2600,Célibataire,Assistant de Direction,1,1,1,0,2,11,3,Transformation Digitale,Occasionnel,0
2,3,2,1,3,3,Non,1017,30,F,2422,Célibataire,Consultant,0,3,1,0,3,5,3,Transformation Digitale,Frequent,1
4,4,4,2,3,3,Non,1018,26,M,5472,Marié(e),Tech Lead,1,8,0,0,2,2,2,Transformation Digitale,Occasionnel,1
2,1,1,1,2,3,Non,1019,22,M,2451,Marié(e),Consultant,1,4,0,1,3,8,1,Infra & Cloud,Occasionnel,1
1,2,3,4,3,3,Non,1022,48,M,4240,Célibataire,Manager,2,2,0,0,0,6,3,Infra & Cloud,Occasionnel,2
3,2,3,2,3,3,Non,1024,48,M,10999,Célibataire,Manager,7,15,0,0,3,4,4,Infra & Cloud,Occasionnel,4
4,3,3,2,3,3,Non,1025,41,F,5003,Célibataire,Tech Lead,6,2,0,0,6,7,2,Transformation Digitale,Occasionnel,2
4,2,4,3,3,3,Non,1026,39,F,12742,Marié(e),Tech Lead,1,21,0,1,3,1,1,Infra & Cloud,Occasionnel,11
1,3,4,2,3,3,Non,1027,27,F,4227,Marié(e),Tech Lead,0,3,0,1,2,2,4,Infra & Cloud,Occasionnel,2
2,3,4,1,2,4,Non,1028,35,M,3917,Divorcé(e),Consultant,1,3,0,1,4,10,3,Autre,Occasionnel,1
4,3,3,2,4,3,Non,1029,42,M,18303,Marié(e),Senior Manager,6,1,0,0,3,5,2,Marketing,Occasionnel,0
1,3,4,2,3,3,Non,1030,50,M,2380,Marié(e),Consultant,4,1,0,0,5,9,3,Infra & Cloud,Occasionnel,0
3,2,4,1,3,3,Oui,1032,59,F,13726,Célibataire,Tech Lead,3,5,0,0,4,2,3,Infra & Cloud,Occasionnel,4
1,1,2,1,1,3,Non,1033,37,F,4777,Marié(e),Manager,5,1,1,0,2,11,2,Transformation Digitale,Occasionnel,0
3,3,2,4,3,3,Oui,1034,55,M,6385,Marié(e),Manager,3,8,0,2,3,18,4,Transformation Digitale,Frequent,6
2,1,3,2,3,4,Non,1035,41,F,19973,Divorcé(e),Directeur Technique,1,21,0,2,3,7,1,Infra & Cloud,Aucun,5
2,3,4,3,3,3,Oui,1036,38,M,6861,Célibataire,Cadre Commercial,8,1,0,0,1,3,4,Infra & Cloud,Occasionnel,0
2,1,1,4,3,3,Non,1037,26,M,4969,Célibataire,Cadre Commercial,8,2,1,0,6,29,2,Transformation Digitale,Aucun,2
1,1,4,4,3,3,Non,1038,52,F,19845,Marié(e),Senior Manager,1,32,1,1,3,2,1,Marketing,Occasionnel,6
4,4,4,3,3,3,Oui,1039,44,F,13320,Marié(e),Cadre Commercial,3,12,0,1,2,28,3,Transformation Digitale,Occasionnel,11
4,3,3,1,3,3,Non,1040,50,F,6347,Marié(e),Cadre Commercial,0,18,0,1,3,1,3,Infra & Cloud,Aucun,0
3,4,1,3,3,3,Non,1042,36,F,2743,Célibataire,Consultant,1,17,1,0,1,16,4,Infra & Cloud,Occasionnel,15
4,3,1,3,3,3,Oui,1043,39,F,10880,Célibataire,Tech Lead,1,21,0,0,2,22,3,Transformation Digitale,Frequent,2
2,2,4,4,2,3,Non,1044,33,F,2342,Célibataire,Représentant Commercial,0,2,0,0,2,8,1,Infra & Cloud,Aucun,2
4,3,4,2,4,3,Non,1045,45,F,17650,Marié(e),Senior Manager,3,9,0,1,4,11,2,Infra & Cloud,Occasionnel,1
4,3,3,2,3,3,Non,1046,32,F,4025,Célibataire,Consultant,9,8,0,0,2,29,4,Transformation Digitale,Aucun,7
2,4,4,4,2,3,Non,1047,34,M,9725,Divorcé(e),Cadre Commercial,0,15,0,1,2,1,4,Marketing,Occasionnel,0
2,3,4,3,1,3,Oui,1048,59,M,11904,Marié(e),Senior Manager,3,6,0,1,1,1,2,Entrepreunariat,Occasionnel,0
2,3,2,1,3,3,Non,1049,45,M,2177,Célibataire,Ressources Humaines,1,6,0,0,3,24,4,Transformation Digitale,Occasionnel,0
3,2,2,1,3,3,Non,1050,53,F,7525,Marié(e),Cadre Commercial,2,15,0,1,2,2,3,Marketing,Frequent,6
1,3,3,2,2,3,Non,1052,36,M,4834,Divorcé(e),Consultant,7,1,1,1,3,15,3,Autre,Occasionnel,0
1,3,1,2,3,3,Oui,1053,26,M,2042,Marié(e),Assistant de Direction,6,3,1,1,2,2,3,Infra & Cloud,Frequent,1
3,3,3,4,3,3,Oui,1055,34,F,2220,Marié(e),Représentant Commercial,1,1,0,1,2,10,4,Infra & Cloud,Occasionnel,0
4,3,2,2,3,4,Non,1056,28,M,1052,Marié(e),Représentant Commercial,1,1,0,0,5,10,1,Transformation Digitale,Occasionnel,0
3,3,3,1,3,3,Non,1060,38,M,2821,Marié(e),Assistant de Direction,3,2,0,1,2,3,4,Autre,Frequent,2
2,3,3,4,2,3,Oui,1061,50,M,19237,Marié(e),Directeur Technique,2,8,0,1,2,2,4,Transformation Digitale,Occasionnel,7
4,3,2,1,2,3,Non,1062,37,F,4107,Célibataire,Manager,3,4,0,0,3,3,3,Autre,Occasionnel,0
3,3,1,2,2,3,Non,1066,40,M,8396,Marié(e),Cadre Commercial,1,7,0,1,3,26,3,Marketing,Occasionnel,7
1,2,3,3,3,3,Non,1068,26,F,2007,Divorcé(e),Assistant de Direction,1,5,0,2,5,1,1,Transformation Digitale,Frequent,1
4,3,4,4,3,3,Non,1069,46,M,19627,Divorcé(e),Directeur Technique,9,2,0,2,0,1,4,Transformation Digitale,Occasionnel,2
3,2,3,2,3,3,Non,1070,54,F,10686,Marié(e),Cadre Commercial,6,9,0,1,4,2,4,Infra & Cloud,Occasionnel,7
1,3,3,2,3,3,Non,1071,56,F,2942,Marié(e),Assistant de Direction,2,5,0,1,4,9,3,Transformation Digitale,Frequent,0
4,2,4,2,2,3,Non,1073,36,F,8858,Célibataire,Tech Lead,0,14,0,0,2,12,5,Transformation Digitale,Occasionnel,7
3,2,1,2,4,3,Non,1074,55,M,16756,Célibataire,Senior Manager,7,9,0,0,3,2,1,Transformation Digitale,Aucun,6
3,2,4,3,3,3,Non,1076,43,M,10798,Divorcé(e),Cadre Commercial,5,1,0,1,5,25,3,Transformation Digitale,Occasionnel,0
4,3,4,2,3,3,Oui,1077,20,F,2323,Célibataire,Représentant Commercial,1,2,1,0,3,9,3,Marketing,Frequent,0
3,2,1,1,2,3,Non,1079,21,F,1416,Célibataire,Consultant,1,1,1,0,6,10,3,Infra & Cloud,Occasionnel,1
4,2,1,1,3,4,Oui,1080,46,F,4615,Divorcé(e),Assistant de Direction,8,16,0,3,2,8,4,Infra & Cloud,Occasionnel,1
1,3,3,3,4,3,Oui,1081,51,M,2461,Marié(e),Assistant de Direction,9,10,1,3,2,4,4,Infra & Cloud,Occasionnel,2
2,2,1,1,2,3,Non,1082,28,M,8722,Célibataire,Manager,1,10,1,0,2,24,2,Entrepreunariat,Aucun,1
1,2,1,1,3,3,Non,1083,26,M,3955,Marié(e),Consultant,1,5,0,2,2,1,2,Transformation Digitale,Occasionnel,1
3,3,1,3,2,3,Non,1084,30,M,9957,Marié(e),Tech Lead,0,6,0,1,1,20,3,Autre,Occasionnel,0
2,4,3,3,3,3,Non,1085,41,F,3376,Marié(e),Assistant de Direction,1,10,0,0,3,7,2,Entrepreunariat,Occasionnel,0
3,2,3,1,2,3,Non,1088,38,F,8823,Marié(e),Manager,0,19,0,1,4,17,1,Infra & Cloud,Occasionnel,1
1,3,4,4,3,4,Non,1092,40,M,10322,Marié(e),Manager,4,11,0,1,6,20,4,Entrepreunariat,Occasionnel,11
1,1,3,4,3,3,Non,1094,27,M,4621,Marié(e),Consultant,1,3,0,3,4,8,5,Infra & Cloud,Aucun,1
4,3,2,2,3,3,Non,1096,55,M,10976,Marié(e),Tech Lead,3,3,0,1,4,2,1,Infra & Cloud,Frequent,1
3,3,3,4,4,3,Non,1097,28,F,3660,Célibataire,Assistant de Direction,3,8,0,0,4,10,3,Autre,Occasionnel,1
2,2,1,4,3,3,Non,1098,44,M,10482,Marié(e),Ressources Humaines,9,20,1,1,1,1,2,Transformation Digitale,Occasionnel,3
4,2,4,3,3,3,Non,1099,33,M,7119,Divorcé(e),Manager,4,3,0,1,2,5,3,Infra & Cloud,Occasionnel,1
4,3,1,1,3,4,Oui,1100,35,M,9582,Célibataire,Cadre Commercial,0,8,1,0,2,4,3,Entrepreunariat,Occasionnel,4
1,2,3,2,3,4,Non,1101,33,F,4508,Célibataire,Assistant de Direction,1,13,1,0,4,29,4,Transformation Digitale,Frequent,3
